TYear,TMonth,Material,Projected Sales,Category,Actual Sales,Dawlance Prediction,MonthOfPrediction,YearOfPrediction
2021,12,F01000000090,,Refrigerator,49.0,0.0,10,2021
2021,12,F01000000213,,Refrigerator,102.0,0.0,10,2021
2022,2,F01000000213,,Refrigerator,35.0,0.0,10,2021
2022,2,F01000000219,,Refrigerator,385.0,0.0,10,2021
2022,2,F01000000238,,Refrigerator,1318.0,0.0,10,2021
2021,11,F11002062919,,Refrigerator,61.0,0.0,10,2021
2022,3,F01000007900,,Refrigerator,675.0,1000.0,10,2021
2021,12,F01000000159,,Refrigerator,34.0,0.0,10,2021
2021,12,F01000012500,,Refrigerator,192.0,0.0,10,2021
2022,3,F01000012700,,Refrigerator,335.0,600.0,10,2021
2022,2,F01000000212,,Refrigerator,269.0,0.0,10,2021
2022,3,F01000014200,,Refrigerator,1765.0,2250.0,10,2021
2022,3,F11002064470,,Refrigerator,44.0,0.0,10,2021
2022,3,F01000014300,,Refrigerator,719.0,1200.0,10,2021
2022,3,F01000000090,,Refrigerator,28.0,0.0,10,2021
2022,2,F01000014500,,Refrigerator,85.0,,10,2021
2022,3,F01000007700,,Refrigerator,1015.0,1512.0,10,2021
2021,11,F01000013200,,Refrigerator,39.0,0.0,10,2021
2021,12,F11002062919,,Refrigerator,124.0,0.0,10,2021
2022,2,F01000015400,,Refrigerator,404.0,350.0,10,2021
2021,11,F01000000211,,Refrigerator,76.0,0.0,10,2021
2021,11,F11002063185,,Refrigerator,103.0,0.0,10,2021
2022,3,F01000013100,,Refrigerator,416.0,600.0,10,2021
2022,3,F01000012000,,Refrigerator,392.0,500.0,10,2021
2022,3,F01000012500,,Refrigerator,489.0,800.0,10,2021
2022,3,F01000014400,,Refrigerator,130.0,,10,2021
2021,11,F01000000212,,Refrigerator,66.0,0.0,10,2021
2022,3,F01000007300,,Refrigerator,1045.0,1120.0,10,2021
2022,2,F01000000158,,Refrigerator,11.0,0.0,10,2021
2021,11,F01000000213,,Refrigerator,52.0,0.0,10,2021
2022,3,F01000012600,,Refrigerator,285.0,800.0,10,2021
2022,3,F01000013700,,Refrigerator,752.0,1400.0,10,2021
2022,3,F01000014500,,Refrigerator,98.0,,10,2021
2022,3,F01000015400,,Refrigerator,324.0,600.0,10,2021
2022,2,F01000000090,,Refrigerator,14.0,0.0,10,2021
2022,2,F11002066872,,Refrigerator,6.0,0.0,10,2021
2022,3,F01000015300,,Refrigerator,2238.0,1800.0,10,2021
2021,12,F01000000158,,Refrigerator,42.0,0.0,10,2021
2021,11,F01000012600,,Refrigerator,108.0,0.0,10,2021
2021,11,F01000012800,,Refrigerator,57.0,0.0,10,2021
2022,3,F01000013200,,Refrigerator,435.0,600.0,10,2021
2022,3,F01000014100,,Refrigerator,1048.0,1250.0,10,2021
2021,11,F01000012500,,Refrigerator,108.0,0.0,10,2021
2021,11,F11002063071,,Refrigerator,79.0,0.0,10,2021
2021,11,F01000013100,,Refrigerator,17.0,0.0,10,2021
2021,11,F01000000090,,Refrigerator,111.0,0.0,10,2021
2022,4,F11002064470,,Refrigerator,4.0,0.0,10,2021
2022,3,F01000000212,,Refrigerator,203.0,0.0,10,2021
2021,11,F11002064470,,Refrigerator,35.0,0.0,10,2021
2021,12,F01000012000,,Refrigerator,352.0,400.0,10,2021
2021,12,F11002063071,,Refrigerator,133.0,0.0,10,2021
2022,2,F01000013100,,Refrigerator,288.0,400.0,10,2021
2021,12,F01000013100,,Refrigerator,65.0,0.0,10,2021
2022,2,F01000000216,,Refrigerator,385.0,0.0,10,2021
2022,4,F01000011200,,Refrigerator,335.0,800.0,10,2021
2022,4,F01000014200,,Refrigerator,922.0,1300.0,10,2021
2022,4,F01000014300,,Refrigerator,1091.0,1000.0,10,2021
2022,4,F01000014800,,Refrigerator,238.0,1000.0,10,2021
2022,4,F01000006000,,Refrigerator,481.0,500.0,10,2021
2022,2,F11002062919,,Refrigerator,25.0,0.0,10,2021
2022,4,F01000004800,,Refrigerator,781.0,600.0,10,2021
2022,4,F01000015400,,Refrigerator,521.0,500.0,10,2021
2022,1,F01000014500,,Refrigerator,52.0,,10,2021
2022,4,F01000000208,,Refrigerator,-78.0,0.0,10,2021
2022,4,F01000003600,,Refrigerator,781.0,700.0,10,2021
2022,4,F01000003700,,Refrigerator,1324.0,2000.0,10,2021
2022,4,F01000007300,,Refrigerator,1463.0,1200.0,10,2021
2022,4,F01000013500,,Refrigerator,1545.0,1386.0,10,2021
2022,1,F01000013100,,Refrigerator,17.0,400.0,10,2021
2022,2,F01000012700,,Refrigerator,226.0,500.0,10,2021
2022,2,F01000012500,,Refrigerator,281.0,400.0,10,2021
2022,2,F11002065403,,Refrigerator,134.0,0.0,10,2021
2022,4,F01000013100,,Refrigerator,306.0,500.0,10,2021
2022,4,F01000013900,,Refrigerator,2498.0,1500.0,10,2021
2022,4,F01000014100,,Refrigerator,1320.0,1300.0,10,2021
2022,4,F01000004200,,Refrigerator,182.0,0.0,10,2021
2021,11,F01000000158,,Refrigerator,24.0,0.0,10,2021
2021,12,F01000015400,,Refrigerator,240.0,400.0,10,2021
2022,2,F01000012600,,Refrigerator,371.0,400.0,10,2021
2022,2,F01000012800,,Refrigerator,265.0,400.0,10,2021
2021,12,F01000013200,,Refrigerator,121.0,0.0,10,2021
2022,4,F01000007500,,Refrigerator,451.0,900.0,10,2021
2022,4,F01000013700,,Refrigerator,1085.0,1200.0,10,2021
2022,4,F01000004300,,Refrigerator,1146.0,1400.0,10,2021
2021,11,F01000015400,,Refrigerator,153.0,150.0,10,2021
2022,2,F11002064470,,Refrigerator,18.0,0.0,10,2021
2022,2,F01000000218,,Refrigerator,410.0,0.0,10,2021
2022,3,F01000014600,,Refrigerator,1247.0,1200.0,10,2021
2022,2,F01000012000,,Refrigerator,284.0,300.0,10,2021
2022,2,F01000014400,,Refrigerator,138.0,,10,2021
2022,2,F01000013200,,Refrigerator,238.0,400.0,10,2021
2021,12,F11002063185,,Refrigerator,251.0,0.0,10,2021
2021,11,F01000000159,,Refrigerator,63.0,0.0,10,2021
2022,4,F01000002300,,Refrigerator,1117.0,700.0,10,2021
2022,4,F01000007200,,Refrigerator,698.0,1000.0,10,2021
2022,4,F01000010300,,Refrigerator,519.0,300.0,10,2021
2022,4,F01000014600,,Refrigerator,769.0,1000.0,10,2021
2022,4,F11002065345,,Refrigerator,791.0,0.0,10,2021
2022,4,F01000003100,,Refrigerator,466.0,500.0,10,2021
2022,1,F01000014400,,Refrigerator,97.0,,10,2021
2022,4,F01000000143,,Refrigerator,484.0,600.0,10,2021
2022,4,F01000005500,,Refrigerator,467.0,700.0,10,2021
2022,4,F01000002900,,Refrigerator,880.0,900.0,10,2021
2022,4,F01000000257,,Refrigerator,1924.0,2000.0,10,2021
2022,4,F01000011400,,Refrigerator,443.0,600.0,10,2021
2022,4,F01000011500,,Refrigerator,328.0,500.0,10,2021
2022,4,F01000004600,,Refrigerator,624.0,300.0,10,2021
2022,4,F01000006100,,Refrigerator,556.0,500.0,10,2021
2022,4,F01000009900,,Refrigerator,435.0,800.0,10,2021
2022,4,F01000012000,,Refrigerator,451.0,300.0,10,2021
2022,4,F01000001700,,Refrigerator,872.0,700.0,10,2021
2022,4,F11002067072,,Refrigerator,485.0,0.0,10,2021
2022,4,F01000007400,,Refrigerator,647.0,1000.0,10,2021
2022,4,F01000010500,,Refrigerator,980.0,600.0,10,2021
2022,4,F01000011700,,Refrigerator,837.0,600.0,10,2021
2022,4,F01000011800,,Refrigerator,459.0,500.0,10,2021
2022,4,F01000002600,,Refrigerator,12.0,0.0,10,2021
2022,4,F01000002700,,Refrigerator,978.0,1000.0,10,2021
2022,4,F01000000284,,Refrigerator,26.0,700.0,10,2021
2022,4,F01000002400,,Refrigerator,553.0,300.0,10,2021
2022,4,F01000014400,,Refrigerator,69.0,,10,2021
2022,3,F01000012800,,Refrigerator,265.0,500.0,10,2021
2022,2,F01000000215,,Refrigerator,499.0,0.0,10,2021
2021,12,F01000000212,,Refrigerator,8.0,0.0,10,2021
2021,12,F01000012600,,Refrigerator,312.0,0.0,10,2021
2022,1,F11002066872,,Refrigerator,26.0,0.0,10,2021
2022,1,F11002069271,,Refrigerator,8.0,0.0,10,2021
2022,4,F01000000256,,Refrigerator,2528.0,2550.0,10,2021
2022,4,F01000012500,,Refrigerator,518.0,50.0,10,2021
2022,4,F01000012600,,Refrigerator,342.0,500.0,10,2021
2022,4,F01000013200,,Refrigerator,387.0,500.0,10,2021
2022,4,F01000005800,,Refrigerator,251.0,0.0,10,2021
2022,1,F01000013200,,Refrigerator,106.0,300.0,10,2021
2021,12,F01000012800,,Refrigerator,145.0,0.0,10,2021
2022,1,F11002062919,,Refrigerator,10.0,0.0,10,2021
2022,4,F01000000090,,Refrigerator,2.0,0.0,10,2021
2022,4,F01000010700,,Refrigerator,511.0,500.0,10,2021
2022,4,F01000010900,,Refrigerator,514.0,800.0,10,2021
2022,4,F01000012700,,Refrigerator,321.0,500.0,10,2021
2022,1,F01000000090,,Refrigerator,14.0,0.0,10,2021
2022,4,F01000000240,,Refrigerator,0.0,0.0,10,2021
2022,4,F01000014700,,Refrigerator,988.0,800.0,10,2021
2022,4,F01000015700,,Refrigerator,604.0,950.0,10,2021
2021,12,F11002064470,,Refrigerator,45.0,0.0,10,2021
2022,4,F01000007100,,Refrigerator,2312.0,1100.0,10,2021
2022,4,F01000007600,,Refrigerator,2206.0,1000.0,10,2021
2022,4,F11002068200,,Refrigerator,128.0,134.39999999999998,10,2021
2022,4,F01000003200,,Refrigerator,1263.0,700.0,10,2021
2022,4,F01000013800,,Refrigerator,864.0,1600.0,10,2021
2022,4,F01000004700,,Refrigerator,684.0,700.0,10,2021
2022,4,F01000014000,,Refrigerator,77.0,57.599999999999994,10,2021
2022,4,F01000003400,,Refrigerator,81.0,0.0,10,2021
2022,4,F01000001500,,Refrigerator,501.0,1200.0,10,2021
2022,4,F01000000283,,Refrigerator,1.0,1000.0,10,2021
2022,4,F01000002800,,Refrigerator,81.0,0.0,10,2021
2022,4,F01000010800,,Refrigerator,604.0,1500.0,10,2021
2022,4,F01000011600,,Refrigerator,573.0,300.0,10,2021
2022,4,F01000012800,,Refrigerator,201.0,500.0,10,2021
2022,4,F01000000212,,Refrigerator,5.0,0.0,10,2021
2022,1,F01000015400,,Refrigerator,137.0,300.0,10,2021
2022,4,F01000005000,,Refrigerator,764.0,500.0,10,2021
2022,4,F01000015000,,Refrigerator,984.0,1000.0,10,2021
2022,4,F01000002100,,Refrigerator,827.0,400.0,10,2021
2022,4,F01000002500,,Refrigerator,590.0,300.0,10,2021
2022,4,F01000005600,,Refrigerator,560.0,600.0,10,2021
2022,4,F01000007700,,Refrigerator,1827.0,900.0,10,2021
2022,4,F01000007800,,Refrigerator,811.0,900.0,10,2021
2022,4,F01000013600,,Refrigerator,1092.0,1200.0,10,2021
2022,4,F01000015300,,Refrigerator,1647.0,2490.0,10,2021
2022,4,F01000000142,,Refrigerator,-2.0,700.0,10,2021
2022,4,F01000000210,,Refrigerator,141.0,0.0,10,2021
2022,4,F01000011100,,Refrigerator,368.0,700.0,10,2021
2022,4,F01000007900,,Refrigerator,1028.0,700.0,10,2021
2022,4,F01000011000,,Refrigerator,283.0,400.0,10,2021
2022,4,F01000002200,,Refrigerator,1136.0,650.0,10,2021
2022,1,F01000012800,,Refrigerator,33.0,400.0,10,2021
2022,1,F01000000213,,Refrigerator,561.0,0.0,10,2021
2022,1,F11002065403,,Refrigerator,1243.0,0.0,10,2021
2022,1,F11002064470,,Refrigerator,2.0,0.0,10,2021
2022,4,F01000014500,,Refrigerator,32.0,,10,2021
2022,4,F01000005400,,Refrigerator,933.0,700.0,10,2021
2022,4,F01000009600,,Refrigerator,940.0,0.0,10,2021
2022,4,F01000001400,,Refrigerator,1140.0,1690.0,10,2021
2022,4,F01000000242,,Refrigerator,4.0,0.0,10,2021
2022,1,F01000000212,,Refrigerator,349.0,0.0,10,2021
2022,4,F01000004500,,Refrigerator,497.0,300.0,10,2021
2022,4,F01000005100,,Refrigerator,675.0,400.0,10,2021
2022,4,F01000005300,,Refrigerator,645.0,400.0,10,2021
2022,4,F01000010100,,Refrigerator,381.0,600.0,10,2021
2022,1,F01000012000,,Refrigerator,101.0,300.0,10,2021
2022,1,F01000012600,,Refrigerator,163.0,500.0,10,2021
2022,1,F01000012500,,Refrigerator,111.0,500.0,10,2021
2022,1,F01000000158,,Refrigerator,3.0,0.0,10,2021
2022,1,F01000012700,,Refrigerator,23.0,450.0,10,2021
2022,1,F11002069472,,Refrigerator,9.0,0.0,10,2021
2021,12,F01000010100,210.0,Refrigerator,576.0,700.0,11,2021
2021,12,F01000000238,2755.0,Refrigerator,1969.0,3300.0,11,2021
2021,12,F01000012600,432.0,Refrigerator,312.0,0.0,11,2021
2021,12,F01000000142,566.0,Refrigerator,25.0,600.0,11,2021
2021,12,F11002065103,351.0,Refrigerator,437.0,800.0,11,2021
2021,12,F11002067072,168.0,Refrigerator,359.0,800.0,11,2021
2021,12,F01000000276,0.0,Refrigerator,,,11,2021
2021,12,F11002069370,41.0,Refrigerator,,1050.0,11,2021
2021,12,F01000012500,449.0,Refrigerator,192.0,0.0,11,2021
2021,12,F01000011100,1.0,Refrigerator,340.0,800.0,11,2021
2021,12,F01000004300,528.0,Refrigerator,952.0,800.0,11,2021
2021,12,F11002066203,0.0,Refrigerator,,0.0,11,2021
2021,12,F01000000210,26.0,Refrigerator,140.0,0.0,11,2021
2021,12,F01000006000,238.0,Refrigerator,279.0,500.0,11,2021
2021,12,F01000002300,511.0,Refrigerator,572.0,800.0,11,2021
2021,12,F01000010500,170.0,Refrigerator,241.0,500.0,11,2021
2021,12,F01000004200,73.0,Refrigerator,60.0,0.0,11,2021
2021,12,F11002065345,631.0,Refrigerator,590.0,0.0,11,2021
2021,12,F01000000242,21.0,Refrigerator,103.0,0.0,11,2021
2021,12,F01000000219,165.0,Refrigerator,767.0,0.0,11,2021
2021,12,F01000004900,24.0,Refrigerator,132.0,0.0,11,2021
2021,12,F11002065772,749.0,Refrigerator,1105.0,1000.0,11,2021
2021,12,F01000006100,224.0,Refrigerator,281.0,500.0,11,2021
2021,12,F11002066872,687.0,Refrigerator,448.0,800.0,11,2021
2021,12,F01000005600,447.0,Refrigerator,839.0,700.0,11,2021
2021,12,F01000009900,532.0,Refrigerator,289.0,800.0,11,2021
2021,12,F01000013100,172.0,Refrigerator,65.0,0.0,11,2021
2021,12,F01000014000,319.0,Refrigerator,284.0,0.0,11,2021
2021,12,F01000000284,518.0,Refrigerator,7.0,700.0,11,2021
2021,12,F01000005200,28.0,Refrigerator,,0.0,11,2021
2021,12,F01000011700,173.0,Refrigerator,184.0,400.0,11,2021
2021,12,F01000011800,197.0,Refrigerator,142.0,500.0,11,2021
2021,12,F01000013200,172.0,Refrigerator,121.0,0.0,11,2021
2021,12,F01000005800,127.0,Refrigerator,197.0,0.0,11,2021
2021,12,F11002065403,1926.0,Refrigerator,1527.0,1850.0,11,2021
2021,12,F01000004700,536.0,Refrigerator,834.0,1000.0,11,2021
2021,12,F01000009600,913.0,Refrigerator,1389.0,2050.0,11,2021
2021,12,F01000001500,664.0,Refrigerator,1076.0,800.0,11,2021
2021,12,F01000003600,476.0,Refrigerator,525.0,600.0,11,2021
2021,12,F01000000208,35.0,Refrigerator,5.0,0.0,11,2021
2021,12,F01000010800,28.0,Refrigerator,717.0,1000.0,11,2021
2021,12,F11002068200,1037.0,Refrigerator,309.0,0.0,11,2021
2021,12,F01000011200,173.0,Refrigerator,163.0,0.0,11,2021
2021,12,F01000011400,582.0,Refrigerator,332.0,800.0,11,2021
2021,12,F01000009700,956.0,Refrigerator,1053.0,1650.0,11,2021
2021,12,F01000005700,18.0,Refrigerator,39.0,0.0,11,2021
2021,12,F01000000143,54.0,Refrigerator,4.0,500.0,11,2021
2021,12,F01000011600,174.0,Refrigerator,187.0,500.0,11,2021
2021,12,F01000000244,4.0,Refrigerator,,0.0,11,2021
2021,12,F01000002500,202.0,Refrigerator,171.0,500.0,11,2021
2021,12,F01000003400,271.0,Refrigerator,219.0,0.0,11,2021
2021,12,F01000000215,2575.0,Refrigerator,2224.0,2500.0,11,2021
2021,12,7289141083,0.0,Refrigerator,,,11,2021
2021,12,F01000000240,13.0,Refrigerator,6.0,0.0,11,2021
2021,12,F11002066103,44.0,Refrigerator,,0.0,11,2021
2021,12,7240346500,0.0,Refrigerator,,,11,2021
2021,12,F01000000243,0.0,Refrigerator,,0.0,11,2021
2021,12,F01000004600,129.0,Refrigerator,290.0,400.0,11,2021
2021,12,F01000000256,2310.0,Refrigerator,2476.0,2300.0,11,2021
2021,12,F01000005400,375.0,Refrigerator,439.0,500.0,11,2021
2021,12,F11002069472,1255.0,Refrigerator,350.0,2000.0,11,2021
2021,12,F01000000072,254.0,Refrigerator,320.0,0.0,11,2021
2021,12,F01000002200,469.0,Refrigerator,400.0,500.0,11,2021
2021,12,F01000000209,66.0,Refrigerator,153.0,0.0,11,2021
2021,12,F01000015400,236.0,Refrigerator,240.0,400.0,11,2021
2021,12,F01000000257,1028.0,Refrigerator,2134.0,2000.0,11,2021
2021,12,F01000005300,253.0,Refrigerator,224.0,600.0,11,2021
2021,12,F01000004500,277.0,Refrigerator,326.0,500.0,11,2021
2021,12,F01000006200,-0.0,Refrigerator,,0.0,11,2021
2021,12,F01000000218,362.0,Refrigerator,987.0,0.0,11,2021
2021,12,F01000003100,433.0,Refrigerator,527.0,500.0,11,2021
2021,12,F01000005100,287.0,Refrigerator,298.0,500.0,11,2021
2021,12,F01000001400,1139.0,Refrigerator,1059.0,1000.0,11,2021
2021,12,F01000011000,127.0,Refrigerator,175.0,500.0,11,2021
2021,12,F01000005500,482.0,Refrigerator,788.0,700.0,11,2021
2021,12,F01000000241,1.0,Refrigerator,,0.0,11,2021
2021,12,F01000004800,435.0,Refrigerator,798.0,1000.0,11,2021
2021,12,F01000002400,226.0,Refrigerator,148.0,500.0,11,2021
2021,12,F01000003700,1647.0,Refrigerator,729.0,1000.0,11,2021
2021,12,F01000002700,1565.0,Refrigerator,878.0,1100.0,11,2021
2021,12,F01000003200,437.0,Refrigerator,613.0,600.0,11,2021
2021,12,F01000002900,1148.0,Refrigerator,1340.0,1000.0,11,2021
2021,12,F01000011500,210.0,Refrigerator,404.0,700.0,11,2021
2021,12,F01000012800,204.0,Refrigerator,145.0,0.0,11,2021
2021,12,F01000010700,189.0,Refrigerator,206.0,500.0,11,2021
2021,12,F01000000283,510.0,Refrigerator,3.0,1000.0,11,2021
2021,12,F01000005000,263.0,Refrigerator,357.0,500.0,11,2021
2021,12,F01000010900,172.0,Refrigerator,388.0,900.0,11,2021
2021,12,F01000000216,1447.0,Refrigerator,1535.0,2000.0,11,2021
2021,12,F01000003800,1.0,Refrigerator,,0.0,11,2021
2021,12,F01000001700,213.0,Refrigerator,332.0,500.0,11,2021
2021,12,F01000000217,-0.0,Refrigerator,195.0,0.0,11,2021
2021,12,F11002069271,172.0,Refrigerator,229.0,600.0,11,2021
2021,12,F01000002100,289.0,Refrigerator,203.0,500.0,11,2021
2021,12,F01000010300,148.0,Refrigerator,243.0,500.0,11,2021
2021,12,F01000011900,319.0,Refrigerator,,0.0,11,2021
2021,12,F01000009500,319.0,Refrigerator,,0.0,11,2021
2021,12,8700000760,0.0,Refrigerator,,100.0,11,2021
2021,12,8995533600,0.0,Refrigerator,,150.0,11,2021
2021,12,8995543600,0.0,Refrigerator,,300.0,11,2021
2021,12,8700000761,0.0,Refrigerator,,0.0,11,2021
2021,12,F01000012700,210.0,Refrigerator,,0.0,11,2021
2022,1,F01000010100,117.0,Refrigerator,208.0,400.0,11,2021
2022,1,F01000000238,2117.0,Refrigerator,594.0,2230.0,11,2021
2022,1,F01000012600,259.0,Refrigerator,163.0,500.0,11,2021
2022,1,F01000000142,339.0,Refrigerator,571.0,400.0,11,2021
2022,1,F11002065103,219.0,Refrigerator,21.0,0.0,11,2021
2022,1,F11002067072,0.0,Refrigerator,26.0,520.0,11,2021
2022,1,F01000000276,0.0,Refrigerator,,,11,2021
2022,1,F01000012500,292.0,Refrigerator,111.0,500.0,11,2021
2022,1,F01000011100,0.0,Refrigerator,77.0,300.0,11,2021
2022,1,F01000004300,335.0,Refrigerator,368.0,700.0,11,2021
2022,1,F11002066203,-0.0,Refrigerator,,0.0,11,2021
2022,1,F01000000210,17.0,Refrigerator,32.0,0.0,11,2021
2022,1,F01000006000,148.0,Refrigerator,170.0,300.0,11,2021
2022,1,F01000002300,319.0,Refrigerator,305.0,400.0,11,2021
2022,1,F01000010500,96.0,Refrigerator,148.0,300.0,11,2021
2022,1,F01000004200,52.0,Refrigerator,18.0,0.0,11,2021
2022,1,F11002065345,367.0,Refrigerator,182.0,0.0,11,2021
2022,1,F01000000242,11.0,Refrigerator,18.0,0.0,11,2021
2022,1,F01000000219,89.0,Refrigerator,313.0,0.0,11,2021
2022,1,F01000004900,16.0,Refrigerator,,0.0,11,2021
2022,1,F11002065772,453.0,Refrigerator,287.0,590.0,11,2021
2022,1,F01000006100,127.0,Refrigerator,96.0,250.0,11,2021
2022,1,F01000005600,292.0,Refrigerator,275.0,400.0,11,2021
2022,1,F01000009900,335.0,Refrigerator,280.0,600.0,11,2021
2022,1,F01000013100,105.0,Refrigerator,17.0,400.0,11,2021
2022,1,F01000014000,189.0,Refrigerator,73.0,57.599999999999994,11,2021
2022,1,F01000000284,339.0,Refrigerator,651.0,500.0,11,2021
2022,1,F01000005200,17.0,Refrigerator,,0.0,11,2021
2022,1,F01000011700,99.0,Refrigerator,106.0,300.0,11,2021
2022,1,F01000011800,109.0,Refrigerator,115.0,300.0,11,2021
2022,1,F01000013200,99.0,Refrigerator,106.0,300.0,11,2021
2022,1,F01000005800,72.0,Refrigerator,129.0,0.0,11,2021
2022,1,F01000004700,334.0,Refrigerator,447.0,500.0,11,2021
2022,1,F01000009600,544.0,Refrigerator,233.0,810.0,11,2021
2022,1,F01000001500,401.0,Refrigerator,310.0,700.0,11,2021
2022,1,F01000003600,302.0,Refrigerator,234.0,500.0,11,2021
2022,1,F01000000208,26.0,Refrigerator,3.0,0.0,11,2021
2022,1,F01000010800,10.0,Refrigerator,365.0,600.0,11,2021
2022,1,F11002068200,696.0,Refrigerator,88.0,134.39999999999998,11,2021
2022,1,F01000011200,105.0,Refrigerator,32.0,300.0,11,2021
2022,1,F01000011400,370.0,Refrigerator,180.0,500.0,11,2021
2022,1,F01000009700,646.0,Refrigerator,184.0,800.0,11,2021
2022,1,F01000005700,13.0,Refrigerator,,0.0,11,2021
2022,1,F01000000143,41.0,Refrigerator,660.0,300.0,11,2021
2022,1,F01000011600,99.0,Refrigerator,69.0,200.0,11,2021
2022,1,F01000000244,2.0,Refrigerator,,0.0,11,2021
2022,1,F01000002500,115.0,Refrigerator,95.0,200.0,11,2021
2022,1,F01000003400,161.0,Refrigerator,78.0,0.0,11,2021
2022,1,F01000000215,1467.0,Refrigerator,166.0,1000.0,11,2021
2022,1,7289141083,0.0,Refrigerator,,,11,2021
2022,1,F01000000240,7.0,Refrigerator,1.0,0.0,11,2021
2022,1,F11002066103,26.0,Refrigerator,,0.0,11,2021
2022,1,7240346500,0.0,Refrigerator,,,11,2021
2022,1,F01000000243,0.0,Refrigerator,,0.0,11,2021
2022,1,F01000004600,73.0,Refrigerator,141.0,200.0,11,2021
2022,1,F01000000256,1307.0,Refrigerator,985.0,1400.0,11,2021
2022,1,F01000005400,205.0,Refrigerator,194.0,500.0,11,2021
2022,1,F01000000072,156.0,Refrigerator,97.0,0.0,11,2021
2022,1,F01000002200,307.0,Refrigerator,112.0,400.0,11,2021
2022,1,F01000000209,49.0,Refrigerator,14.0,0.0,11,2021
2022,1,F01000015400,146.0,Refrigerator,137.0,300.0,11,2021
2022,1,F01000000257,553.0,Refrigerator,662.0,1400.0,11,2021
2022,1,F01000005300,157.0,Refrigerator,72.0,300.0,11,2021
2022,1,F01000004500,168.0,Refrigerator,153.0,250.0,11,2021
2022,1,F01000006200,0.0,Refrigerator,,0.0,11,2021
2022,1,F01000000218,197.0,Refrigerator,386.0,0.0,11,2021
2022,1,F01000003100,258.0,Refrigerator,211.0,300.0,11,2021
2022,1,F01000005100,167.0,Refrigerator,98.0,300.0,11,2021
2022,1,F01000001400,686.0,Refrigerator,655.0,800.0,11,2021
2022,1,F01000011000,74.0,Refrigerator,78.0,300.0,11,2021
2022,1,F01000005500,309.0,Refrigerator,225.0,400.0,11,2021
2022,1,F01000000241,-0.0,Refrigerator,,0.0,11,2021
2022,1,F01000004800,259.0,Refrigerator,389.0,500.0,11,2021
2022,1,F01000002400,129.0,Refrigerator,55.0,200.0,11,2021
2022,1,F01000003700,898.0,Refrigerator,489.0,800.0,11,2021
2022,1,F01000002700,1065.0,Refrigerator,1238.0,700.0,11,2021
2022,1,F01000003200,257.0,Refrigerator,288.0,400.0,11,2021
2022,1,F01000002900,722.0,Refrigerator,241.0,500.0,11,2021
2022,1,F01000011500,124.0,Refrigerator,143.0,400.0,11,2021
2022,1,F01000012800,117.0,Refrigerator,33.0,400.0,11,2021
2022,1,F01000010700,110.0,Refrigerator,131.0,300.0,11,2021
2022,1,F01000000283,328.0,Refrigerator,578.0,600.0,11,2021
2022,1,F01000005000,165.0,Refrigerator,113.0,300.0,11,2021
2022,1,F01000010900,99.0,Refrigerator,139.0,500.0,11,2021
2022,1,F01000000216,913.0,Refrigerator,229.0,900.0,11,2021
2022,1,F01000003800,0.0,Refrigerator,,0.0,11,2021
2022,1,F01000001700,125.0,Refrigerator,166.0,500.0,11,2021
2022,1,F01000002100,169.0,Refrigerator,87.0,400.0,11,2021
2022,1,F01000010300,96.0,Refrigerator,137.0,200.0,11,2021
2022,1,F01000011900,189.0,Refrigerator,,0.0,11,2021
2022,1,F01000009500,189.0,Refrigerator,,0.0,11,2021
2022,1,8700000760,0.0,Refrigerator,,0.0,11,2021
2022,1,8995533600,0.0,Refrigerator,,54.85746333871827,11,2021
2022,1,8995543600,0.0,Refrigerator,,145.14253666128175,11,2021
2022,1,8700000761,0.0,Refrigerator,,0.0,11,2021
2022,1,F01000012700,125.0,Refrigerator,23.0,450.0,11,2021
2022,1,F01000006700,109.0,Refrigerator,,0.0,11,2021
2022,1,F01000000258,98.0,Refrigerator,,0.0,11,2021
2022,1,F01000000259,109.0,Refrigerator,,0.0,11,2021
2022,1,F01000006600 ,98.0,Refrigerator,,0.0,11,2021
2022,1,F01000007100,366.0,Refrigerator,635.0,1000.0,11,2021
2022,1,F01000013500,366.0,Refrigerator,427.0,1000.0,11,2021
2022,1,F01000007500,64.0,Refrigerator,689.0,1000.0,11,2021
2022,1,F01000013600,64.0,Refrigerator,805.0,1000.0,11,2021
2022,2,F01000010100,217.0,Refrigerator,401.0,500.0,11,2021
2022,2,F01000012600,445.0,Refrigerator,371.0,400.0,11,2021
2022,2,F01000000142,609.0,Refrigerator,36.0,0.0,11,2021
2022,2,F11002065103,376.0,Refrigerator,8.0,0.0,11,2021
2022,2,F11002067072,166.0,Refrigerator,469.0,500.0,11,2021
2022,2,F01000000276,0.0,Refrigerator,,,11,2021
2022,2,F01000012500,477.0,Refrigerator,281.0,400.0,11,2021
2022,2,F01000011100,0.0,Refrigerator,123.0,500.0,11,2021
2022,2,F01000004300,538.0,Refrigerator,696.0,1000.0,11,2021
2022,2,F11002066203,0.0,Refrigerator,,0.0,11,2021
2022,2,F01000000210,25.0,Refrigerator,22.0,0.0,11,2021
2022,2,F01000006000,261.0,Refrigerator,387.0,500.0,11,2021
2022,2,F01000002300,533.0,Refrigerator,580.0,400.0,11,2021
2022,2,F01000010500,187.0,Refrigerator,325.0,400.0,11,2021
2022,2,F01000004200,84.0,Refrigerator,58.0,0.0,11,2021
